user_id	avg_pay_amt	avg_pay_amt_weekdays	avg_pay_amt_weekends
179894	[36,49)	未知	[49,65)
179895	<29	<29	<29
179896	<29	[29,36)	<29
179897	[49,65)	[49,65)	[49,65)
179898	[29,36)	[29,36)	[29,36)
179899	>=65	>=65	[49,65)
179900	[36,49)	未知	[49,65)
179901	[36,49)	未知	[49,65)
179902	[36,49)	[36,49)	[36,49)
179903	[36,49)	[36,49)	[36,49)
179904	[49,65)	[49,65)	[49,65)
179905	>=65	>=65	>=65
179906	>=65	>=65	>=65
179907	[29,36)	<29	[49,65)
179908	[36,49)	[36,49)	[36,49)
179909	<29	<29	<29
179910	[29,36)	[29,36)	[29,36)
179911	[29,36)	[29,36)	<29
179912	[49,65)	[49,65)	[49,65)
179913	[36,49)	[36,49)	[29,36)
179914	>=65	>=65	>=65
179915	>=65	>=65	未知
179916	<29	<29	<29
179917	[49,65)	[36,49)	[36,49)
179918	[49,65)	[36,49)	[36,49)
179919	<29	<29	<29
179920	[29,36)	[29,36)	[29,36)
179921	>=65	>=65	>=65
179922	[36,49)	未知	[49,65)
179923	<29	<29	<29
179924	>=65	>=65	[49,65)
179925	[29,36)	[29,36)	<29
179926	[29,36)	[29,36)	[29,36)
179927	[29,36)	[29,36)	[29,36)
179928	<29	<29	<29
179929	[29,36)	[29,36)	[29,36)
179930	[49,65)	[49,65)	[49,65)
179931	>=65	>=65	[49,65)
179932	<29	<29	<29
179933	[49,65)	[49,65)	>=65
179934	[49,65)	[49,65)	[49,65)
179935	[29,36)	<29	[36,49)
179936	[49,65)	[49,65)	[49,65)
179937	<29	<29	<29
179938	[36,49)	[36,49)	[36,49)
179939	<29	<29	<29
179940	<29	<29	<29
179941	[36,49)	[36,49)	[36,49)
179942	[29,36)	[29,36)	[29,36)
179943	<29	<29	<29
179944	[29,36)	[29,36)	[36,49)
179945	<29	<29	<29
179946	<29	<29	<29
179947	[36,49)	[36,49)	[36,49)
179948	[36,49)	未知	未知
179949	[29,36)	[29,36)	[29,36)
179950	<29	<29	<29
179951	<29	<29	<29
179952	[49,65)	[49,65)	>=65
179953	>=65	>=65	[49,65)
179954	>=65	[49,65)	>=65
179955	[29,36)	<29	[36,49)
179956	>=65	>=65	>=65
179957	[36,49)	[36,49)	<29
179958	[29,36)	[29,36)	[29,36)
179959	<29	<29	<29
179960	[36,49)	[36,49)	[36,49)
179961	[36,49)	[36,49)	[36,49)
179962	[49,65)	[49,65)	>=65
179963	[36,49)	未知	[49,65)
179964	>=65	>=65	>=65
179965	>=65	>=65	>=65
179966	[36,49)	[36,49)	[36,49)
179967	[36,49)	未知	[49,65)
179968	[49,65)	>=65	[49,65)
179969	>=65	>=65	>=65
179970	[29,36)	[29,36)	[36,49)
179971	<29	<29	<29
179972	[29,36)	<29	[36,49)
179973	<29	<29	<29
179974	[36,49)	[36,49)	<29
179975	>=65	>=65	>=65
179976	[49,65)	[49,65)	[49,65)
179977	[49,65)	[49,65)	[49,65)
179978	[29,36)	[29,36)	<29
179979	>=65	>=65	>=65
179980	[29,36)	<29	[36,49)
179981	<29	<29	<29
179982	[36,49)	未知	[49,65)
179983	[49,65)	未知	>=65
179984	<29	<29	<29
179985	[29,36)	[29,36)	[36,49)
179986	<29	<29	<29
179987	[36,49)	[36,49)	[36,49)
179988	<29	<29	[29,36)
179989	[29,36)	[29,36)	<29
179990	[49,65)	[49,65)	[49,65)
179991	[29,36)	[29,36)	[36,49)
179992	[36,49)	[29,36)	>=65
179993	<29	<29	未知
179994	[36,49)	[36,49)	[36,49)
179995	>=65	>=65	>=65
179996	[36,49)	[36,49)	[36,49)
179997	[29,36)	[29,36)	[29,36)
179998	<29	<29	<29
179999	[49,65)	[49,65)	>=65
180000	<29	[29,36)	<29
180001	[36,49)	未知	[49,65)
180002	[36,49)	[36,49)	[36,49)
180003	[36,49)	[36,49)	[36,49)
180004	<29	<29	<29
180005	<29	<29	<29
180006	>=65	>=65	>=65
180007	[49,65)	[49,65)	>=65
180008	>=65	[49,65)	>=65
180009	<29	<29	<29
180010	>=65	>=65	>=65
180011	[29,36)	[29,36)	[36,49)
180012	<29	<29	[29,36)
180013	<29	<29	<29
180014	>=65	>=65	[49,65)
180015	<29	<29	<29
180016	[49,65)	[49,65)	[49,65)
180017	[29,36)	<29	[29,36)
180018	[29,36)	[29,36)	<29
180019	>=65	>=65	>=65
180020	>=65	[49,65)	>=65
180021	[29,36)	[36,49)	[29,36)
180022	[49,65)	>=65	[49,65)
180023	>=65	>=65	>=65
180024	[29,36)	[29,36)	[29,36)
180025	[36,49)	未知	[49,65)
180026	>=65	[49,65)	>=65
180027	>=65	[49,65)	>=65
180028	>=65	>=65	>=65
180029	<29	<29	<29
180030	[29,36)	[29,36)	[36,49)
180031	[49,65)	[49,65)	[49,65)
180032	[36,49)	未知	[49,65)
180033	[29,36)	[29,36)	[29,36)
180034	[29,36)	[29,36)	[29,36)
180035	[49,65)	[49,65)	[49,65)
180036	[49,65)	[49,65)	[49,65)
180037	[29,36)	[29,36)	[29,36)
180038	>=65	>=65	>=65
180039	[49,65)	[49,65)	[49,65)
180040	<29	<29	[29,36)
180041	[49,65)	[49,65)	[49,65)
180042	>=65	>=65	[49,65)
180043	<29	<29	<29
180044	>=65	>=65	>=65
180045	<29	<29	<29
180046	[36,49)	[36,49)	[36,49)
180047	[29,36)	[36,49)	<29
180048	[49,65)	[49,65)	[49,65)
180049	>=65	>=65	>=65
180050	[29,36)	[29,36)	[29,36)
180051	[36,49)	未知	[49,65)
180052	>=65	>=65	>=65
180053	>=65	>=65	>=65
180054	>=65	>=65	>=65
180055	>=65	>=65	>=65
180056	[49,65)	[49,65)	[49,65)
180057	[49,65)	未知	[49,65)
180058	[29,36)	[29,36)	[29,36)
180059	[36,49)	[36,49)	[36,49)
180060	<29	<29	<29
180061	[49,65)	[49,65)	[49,65)
180062	[29,36)	<29	[49,65)
180063	[36,49)	[36,49)	[36,49)
180064	[49,65)	[36,49)	[29,36)
180065	>=65	>=65	[49,65)
180066	[29,36)	[29,36)	[29,36)
180067	>=65	>=65	>=65
180068	[49,65)	[36,49)	[36,49)
180069	>=65	>=65	>=65
180070	[49,65)	未知	[49,65)
180071	[36,49)	未知	[49,65)
180072	[29,36)	[29,36)	[36,49)
180073	[29,36)	[29,36)	[29,36)
180074	[36,49)	未知	未知
180075	>=65	>=65	>=65
180076	[49,65)	[36,49)	[36,49)
180077	[49,65)	[49,65)	[49,65)
180078	[36,49)	[36,49)	[36,49)
180079	[36,49)	[29,36)	[36,49)
180080	[29,36)	<29	[36,49)
180081	<29	[29,36)	<29
180082	[29,36)	<29	[29,36)
180083	[36,49)	[36,49)	[36,49)
180084	>=65	未知	>=65
180085	[29,36)	[29,36)	[29,36)
180086	[49,65)	[36,49)	[36,49)
180087	[29,36)	[36,49)	[29,36)
180088	[36,49)	未知	>=65
180089	[29,36)	[29,36)	[29,36)
180090	<29	<29	<29
180091	[29,36)	[29,36)	[36,49)
180092	>=65	>=65	>=65
180093	<29	<29	<29
180094	>=65	>=65	>=65
180095	>=65	[49,65)	>=65
180096	[36,49)	[29,36)	[36,49)
180097	<29	<29	<29
180098	[36,49)	未知	[49,65)
180099	[36,49)	[36,49)	[36,49)
180100	[29,36)	[29,36)	[29,36)
180101	<29	<29	<29
180102	<29	<29	<29
180103	[49,65)	>=65	[49,65)
180104	>=65	>=65	>=65
180105	[36,49)	[36,49)	[36,49)
180106	[36,49)	[36,49)	[29,36)
180107	[36,49)	[36,49)	[29,36)
180108	[36,49)	[36,49)	[29,36)
180109	[36,49)	[36,49)	[29,36)
180110	[49,65)	[49,65)	>=65
180111	[36,49)	[36,49)	[36,49)
180112	[49,65)	[49,65)	[49,65)
180113	>=65	>=65	>=65
180114	[36,49)	[36,49)	[36,49)
180115	[29,36)	<29	[36,49)
180116	[36,49)	[36,49)	[36,49)
180117	[29,36)	[29,36)	[36,49)
180118	>=65	>=65	>=65
180119	[36,49)	[36,49)	[36,49)
180120	<29	<29	<29
180121	[29,36)	[29,36)	[29,36)
180122	[49,65)	[49,65)	[49,65)
180123	[49,65)	[49,65)	[49,65)
180124	>=65	>=65	>=65
180125	>=65	>=65	>=65
180126	[29,36)	[29,36)	<29
180127	>=65	>=65	>=65
180128	<29	<29	<29
180129	[36,49)	[29,36)	[36,49)
180130	[49,65)	未知	>=65
180131	[49,65)	未知	>=65
180132	>=65	[49,65)	>=65
180133	[49,65)	[36,49)	[29,36)
180134	>=65	>=65	>=65
180135	[49,65)	[49,65)	[49,65)
180136	<29	<29	<29
180137	[36,49)	[36,49)	[36,49)
180138	<29	<29	<29
180139	<29	<29	[29,36)
180140	<29	<29	<29
180141	[49,65)	[36,49)	[36,49)
180142	<29	<29	<29
180143	<29	<29	<29
180144	>=65	>=65	>=65
180145	[36,49)	[36,49)	[29,36)
180146	<29	<29	[29,36)
180147	[29,36)	[29,36)	[29,36)
180148	[36,49)	[36,49)	[29,36)
180149	[36,49)	[36,49)	[36,49)
180150	[29,36)	[29,36)	[36,49)
180151	[49,65)	[49,65)	[49,65)
180152	>=65	>=65	>=65
180153	[36,49)	未知	[49,65)
180154	[36,49)	[29,36)	[49,65)
180155	[49,65)	>=65	[49,65)
180156	<29	[29,36)	<29
180157	[36,49)	[36,49)	[36,49)
180158	<29	[29,36)	<29
180159	>=65	>=65	>=65
180160	[29,36)	[29,36)	未知
180161	[49,65)	未知	[49,65)
180162	[49,65)	[49,65)	[49,65)
180163	>=65	>=65	>=65
180164	<29	<29	<29
180165	<29	<29	[29,36)
180166	[36,49)	[36,49)	<29
180167	[36,49)	未知	[49,65)
180168	<29	<29	<29
180169	[29,36)	[29,36)	[49,65)
180170	[29,36)	[36,49)	<29
180171	[29,36)	[36,49)	[29,36)
180172	[36,49)	[36,49)	[36,49)
180173	>=65	>=65	>=65
180174	[36,49)	[36,49)	[36,49)
180175	[29,36)	[36,49)	[29,36)
180176	[36,49)	[36,49)	<29
180177	<29	<29	[29,36)
180178	[36,49)	[36,49)	[36,49)
180179	[49,65)	[36,49)	[36,49)
180180	[29,36)	[29,36)	[36,49)
180181	[36,49)	[36,49)	[36,49)
180182	[29,36)	<29	[29,36)
180183	<29	<29	<29
180184	[36,49)	[36,49)	[36,49)
180185	>=65	>=65	>=65
180186	>=65	>=65	>=65
180187	[49,65)	未知	>=65
180188	<29	<29	<29
180189	[49,65)	[49,65)	>=65
180190	[29,36)	[29,36)	[29,36)
180191	[49,65)	[49,65)	[49,65)
180192	[36,49)	未知	[49,65)
180193	[36,49)	[36,49)	[36,49)
180194	[29,36)	[29,36)	[29,36)
180195	[36,49)	[36,49)	[36,49)
180196	[36,49)	未知	[49,65)
180197	[36,49)	[36,49)	[36,49)
180198	>=65	>=65	>=65
180199	[36,49)	[36,49)	[36,49)
180200	[36,49)	未知	[49,65)
180201	[29,36)	[29,36)	[29,36)
180202	[36,49)	[36,49)	[36,49)
180203	[49,65)	[49,65)	>=65
180204	>=65	[49,65)	>=65
180205	[29,36)	[29,36)	[36,49)
180206	[36,49)	[36,49)	<29
180207	>=65	>=65	>=65
180208	>=65	>=65	>=65
180209	<29	<29	[29,36)
180210	>=65	>=65	>=65
180211	>=65	>=65	>=65
180212	<29	<29	<29
180213	<29	<29	<29
180214	[36,49)	[36,49)	[36,49)
180215	[36,49)	[29,36)	[36,49)
180216	[49,65)	[49,65)	[49,65)
180217	[36,49)	[36,49)	[36,49)
180218	<29	<29	[29,36)
180219	[49,65)	[49,65)	>=65
180220	<29	<29	[29,36)
180221	[36,49)	[36,49)	[36,49)
180222	<29	<29	<29
180223	<29	<29	<29
180224	>=65	>=65	>=65
180225	[49,65)	[49,65)	[49,65)
180226	>=65	>=65	>=65
180227	<29	<29	<29
180228	>=65	>=65	>=65
180229	<29	<29	<29
180230	<29	<29	<29
180231	[49,65)	[49,65)	>=65
180232	<29	[29,36)	<29
180233	>=65	[36,49)	<29
180234	[29,36)	[29,36)	[29,36)
180235	[49,65)	[49,65)	[49,65)
180236	<29	<29	<29
180237	[49,65)	[49,65)	>=65
180238	[36,49)	[36,49)	[36,49)
180239	<29	<29	<29
180240	>=65	>=65	未知
180241	[36,49)	未知	[49,65)
180242	[49,65)	[36,49)	[36,49)
180243	[36,49)	[36,49)	[36,49)
180244	[36,49)	[29,36)	[36,49)
180245	[49,65)	[49,65)	>=65
180246	<29	<29	<29
180247	>=65	>=65	>=65
180248	[49,65)	未知	[49,65)
180249	[29,36)	[29,36)	[29,36)
180250	<29	<29	<29
180251	[49,65)	[49,65)	>=65
180252	<29	<29	<29
180253	<29	<29	<29
180254	[29,36)	[29,36)	[36,49)
180255	<29	[29,36)	<29
180256	[49,65)	[49,65)	>=65
180257	[36,49)	未知	[49,65)
180258	[36,49)	[36,49)	[36,49)
180259	[36,49)	[36,49)	[36,49)
180260	<29	<29	<29
180261	>=65	>=65	>=65
180262	[49,65)	[49,65)	[49,65)
180263	[49,65)	>=65	[49,65)
180264	[36,49)	[36,49)	[36,49)
180265	<29	<29	[36,49)
180266	<29	<29	[29,36)
180267	<29	<29	<29
180268	<29	<29	[29,36)
180269	[29,36)	[29,36)	[36,49)
180270	[36,49)	[36,49)	[36,49)
180271	>=65	[49,65)	>=65
180272	>=65	>=65	>=65
180273	[29,36)	[29,36)	[36,49)
180274	[49,65)	[49,65)	[49,65)
180275	[49,65)	未知	[49,65)
180276	<29	<29	<29
180277	[29,36)	[29,36)	[29,36)
180278	[36,49)	[36,49)	[36,49)
180279	<29	<29	<29
180280	[36,49)	[36,49)	[36,49)
180281	[49,65)	>=65	[49,65)
180282	>=65	>=65	[49,65)
180283	>=65	>=65	>=65
180284	[29,36)	[29,36)	[36,49)
180285	[49,65)	[36,49)	[36,49)
180286	[49,65)	[36,49)	[29,36)
180287	[49,65)	[49,65)	[49,65)
180288	>=65	>=65	>=65
180289	>=65	>=65	>=65
180290	[36,49)	[36,49)	<29
180291	<29	<29	<29
180292	[36,49)	未知	[49,65)
180293	<29	<29	<29
180294	<29	<29	<29
180295	<29	<29	[29,36)
180296	[36,49)	[36,49)	[36,49)
180297	<29	<29	<29
180298	<29	<29	<29
180299	[36,49)	未知	[49,65)
180300	<29	<29	<29
180301	[36,49)	[36,49)	[36,49)
180302	[36,49)	未知	[49,65)
180303	<29	<29	[36,49)
180304	[29,36)	[29,36)	[29,36)
180305	>=65	>=65	>=65
180306	<29	<29	<29
180307	[49,65)	[49,65)	[49,65)
180308	[36,49)	未知	[49,65)
180309	>=65	>=65	>=65
180310	>=65	>=65	[49,65)
180311	>=65	>=65	>=65
180312	[36,49)	[36,49)	[36,49)
180313	<29	<29	未知
180314	>=65	>=65	[49,65)
180315	>=65	>=65	>=65
180316	<29	<29	<29
180317	>=65	>=65	>=65
180318	[49,65)	[49,65)	>=65
180319	[49,65)	[49,65)	>=65
180320	[36,49)	[36,49)	[36,49)
180321	>=65	>=65	>=65
180322	[49,65)	[36,49)	[36,49)
180323	<29	<29	<29
180324	[29,36)	[29,36)	[29,36)
180325	<29	<29	<29
180326	[36,49)	[36,49)	[36,49)
180327	[36,49)	[36,49)	[36,49)
180328	>=65	>=65	>=65
180329	>=65	>=65	>=65
180330	>=65	>=65	>=65
180331	>=65	>=65	>=65
180332	[29,36)	<29	[29,36)
180333	[36,49)	[36,49)	[36,49)
180334	[49,65)	未知	[49,65)
180335	[29,36)	[29,36)	[29,36)
180336	[36,49)	未知	[49,65)
180337	>=65	>=65	>=65
180338	[36,49)	[36,49)	[36,49)
180339	>=65	[49,65)	>=65
180340	[36,49)	未知	>=65
180341	[29,36)	[29,36)	[29,36)
180342	<29	<29	<29
180343	<29	<29	<29
180344	<29	<29	未知
180345	>=65	[49,65)	>=65
180346	[36,49)	[36,49)	[36,49)
180347	[36,49)	[36,49)	[36,49)
180348	<29	<29	[29,36)
180349	>=65	>=65	>=65
180350	>=65	[49,65)	>=65
180351	>=65	[49,65)	>=65
180352	>=65	>=65	>=65
180353	[36,49)	[36,49)	[36,49)
180354	[49,65)	[49,65)	>=65
180355	<29	<29	<29
180356	<29	<29	[49,65)
180357	[36,49)	未知	[49,65)
180358	<29	<29	<29
180359	>=65	>=65	>=65
180360	[29,36)	[29,36)	[49,65)
180361	>=65	>=65	>=65
180362	[29,36)	<29	[29,36)
180363	>=65	>=65	>=65
180364	<29	<29	<29
180365	[36,49)	[36,49)	[36,49)
180366	>=65	>=65	>=65
180367	>=65	>=65	>=65
180368	[49,65)	[49,65)	>=65
180369	<29	<29	[36,49)
180370	>=65	>=65	>=65
180371	<29	<29	[29,36)
180372	<29	<29	<29
180373	[36,49)	[36,49)	[36,49)
180374	[29,36)	<29	[36,49)
180375	[36,49)	未知	[49,65)
180376	[36,49)	[36,49)	[36,49)
180377	[36,49)	[36,49)	[36,49)
180378	<29	<29	<29
180379	[29,36)	[29,36)	[36,49)
180380	[49,65)	[49,65)	[49,65)
180381	[29,36)	<29	[49,65)
180382	<29	<29	[29,36)
180383	>=65	[49,65)	>=65
180384	[49,65)	未知	[49,65)
180385	>=65	>=65	>=65
180386	<29	<29	<29
180387	>=65	>=65	>=65
180388	<29	<29	[29,36)
180389	<29	[29,36)	<29
180390	[49,65)	未知	[49,65)
180391	<29	<29	<29
180392	<29	<29	<29
180393	[36,49)	未知	[49,65)
180394	[36,49)	[36,49)	[36,49)
180395	[29,36)	[29,36)	[29,36)
180396	>=65	>=65	>=65
180397	[36,49)	[36,49)	[36,49)
180398	<29	<29	<29
180399	>=65	>=65	>=65
180400	[36,49)	[29,36)	[36,49)
180401	[29,36)	[29,36)	[36,49)
180402	>=65	>=65	>=65
180403	<29	<29	[29,36)
180404	[29,36)	[29,36)	<29
180405	[29,36)	[36,49)	[29,36)
180406	[29,36)	[29,36)	[36,49)
180407	>=65	>=65	>=65
180408	<29	<29	<29
180409	[49,65)	[49,65)	>=65
180410	[29,36)	[29,36)	[49,65)
180411	<29	<29	<29
180412	[36,49)	未知	[49,65)
180413	>=65	>=65	>=65
180414	>=65	>=65	>=65
180415	<29	<29	[29,36)
180416	[49,65)	[36,49)	[36,49)
180417	>=65	>=65	>=65
180418	[29,36)	[29,36)	[29,36)
180419	[49,65)	[49,65)	>=65
180420	[49,65)	未知	[49,65)
180421	[36,49)	[36,49)	[36,49)
180422	<29	<29	未知
180423	[36,49)	[29,36)	[49,65)
180424	>=65	>=65	>=65
180425	<29	<29	<29
180426	<29	<29	<29
180427	[29,36)	[29,36)	[36,49)
180428	[36,49)	[36,49)	[36,49)
180429	<29	<29	<29
180430	[36,49)	未知	未知
180431	[49,65)	[49,65)	[49,65)
180432	[36,49)	[36,49)	[36,49)
180433	<29	<29	<29
180434	<29	<29	[29,36)
180435	>=65	>=65	[49,65)
180436	<29	<29	<29
180437	>=65	>=65	>=65
180438	[29,36)	<29	[36,49)
180439	<29	<29	<29
180440	<29	<29	<29
180441	[36,49)	[36,49)	<29
180442	>=65	[49,65)	>=65
180443	[29,36)	[29,36)	[36,49)
180444	[36,49)	未知	[49,65)
180445	<29	<29	<29
180446	[36,49)	[29,36)	[49,65)
180447	<29	<29	<29
180448	>=65	>=65	>=65
180449	>=65	>=65	>=65
180450	>=65	>=65	>=65
180451	[36,49)	[29,36)	>=65
180452	[36,49)	[36,49)	[36,49)
180453	[36,49)	[36,49)	[36,49)
180454	>=65	>=65	[49,65)
180455	[36,49)	[36,49)	[29,36)
180456	[36,49)	[36,49)	[36,49)
180457	[36,49)	[36,49)	[36,49)
180458	[49,65)	[49,65)	[49,65)
180459	[36,49)	[36,49)	[36,49)
180460	[29,36)	[29,36)	[29,36)
180461	>=65	>=65	>=65
180462	[49,65)	[36,49)	[36,49)
180463	<29	<29	<29
180464	[36,49)	[36,49)	[36,49)
180465	[49,65)	[49,65)	[49,65)
180466	<29	<29	<29
180467	[49,65)	[49,65)	[49,65)
180468	[49,65)	[49,65)	>=65
180469	<29	<29	<29
180470	<29	<29	<29
180471	[49,65)	未知	[49,65)
180472	[36,49)	[36,49)	[29,36)
180473	[36,49)	[36,49)	[36,49)
180474	[36,49)	[36,49)	[36,49)
180475	[29,36)	[29,36)	<29
180476	>=65	>=65	[49,65)
180477	[49,65)	[49,65)	[49,65)
180478	[36,49)	未知	[49,65)
180479	<29	<29	<29
180480	>=65	>=65	>=65
180481	<29	<29	<29
180482	>=65	>=65	>=65
180483	[29,36)	[29,36)	>=65
180484	<29	<29	[29,36)
180485	[29,36)	[29,36)	[29,36)
180486	[36,49)	[29,36)	[36,49)
180487	<29	<29	<29
180488	<29	<29	<29
180489	[29,36)	<29	[36,49)
180490	>=65	>=65	>=65
180491	[36,49)	[36,49)	[36,49)
180492	[36,49)	[29,36)	[36,49)
180493	>=65	>=65	>=65
180494	[36,49)	[36,49)	[36,49)
180495	>=65	[49,65)	>=65
180496	<29	<29	<29
180497	[29,36)	[29,36)	[29,36)
180498	<29	<29	<29
180499	<29	<29	<29
180500	[36,49)	[36,49)	[36,49)
180501	[49,65)	[49,65)	[49,65)
180502	<29	<29	<29
180503	>=65	>=65	>=65
180504	<29	<29	<29
180505	[36,49)	[36,49)	[36,49)
180506	[49,65)	[36,49)	[36,49)
180507	>=65	>=65	>=65
180508	[29,36)	[29,36)	[29,36)
180509	[29,36)	[29,36)	[29,36)
180510	>=65	[49,65)	>=65
180511	<29	[29,36)	<29
180512	[29,36)	[29,36)	[29,36)
180513	[36,49)	[36,49)	[36,49)
180514	>=65	>=65	>=65
180515	[29,36)	<29	[29,36)
180516	[36,49)	[36,49)	[36,49)
180517	>=65	[36,49)	[36,49)
180518	>=65	[49,65)	>=65
180519	<29	<29	未知
180520	[36,49)	未知	[49,65)
180521	<29	<29	<29
180522	>=65	>=65	>=65
180523	[49,65)	[49,65)	>=65
180524	<29	<29	<29
180525	>=65	>=65	>=65
180526	<29	<29	<29
180527	<29	<29	<29
180528	[36,49)	[36,49)	[36,49)
180529	[36,49)	[36,49)	[36,49)
180530	>=65	>=65	>=65
180531	[29,36)	[29,36)	[29,36)
180532	[29,36)	<29	[36,49)
180533	[36,49)	[36,49)	[36,49)
180534	[36,49)	[36,49)	[36,49)
180535	>=65	>=65	>=65
180536	[49,65)	[36,49)	[36,49)
180537	>=65	>=65	>=65
180538	<29	<29	<29
180539	<29	<29	<29
180540	[36,49)	[36,49)	[36,49)
180541	[49,65)	未知	[49,65)
180542	[49,65)	[49,65)	[49,65)
180543	[36,49)	[36,49)	[36,49)
180544	[29,36)	[29,36)	[29,36)
180545	[49,65)	[36,49)	[36,49)
180546	[49,65)	[49,65)	[49,65)
180547	>=65	>=65	>=65
180548	[36,49)	[36,49)	[36,49)
180549	<29	<29	<29
180550	>=65	>=65	>=65
180551	>=65	>=65	[49,65)
180552	>=65	>=65	>=65
180553	[29,36)	[29,36)	[29,36)
180554	<29	<29	<29
180555	[36,49)	未知	[49,65)
180556	<29	<29	<29
180557	>=65	>=65	>=65
180558	[36,49)	[36,49)	[36,49)
180559	<29	<29	<29
180560	[49,65)	[36,49)	[29,36)
180561	[49,65)	[49,65)	[49,65)
180562	[49,65)	[36,49)	[36,49)
180563	[49,65)	[49,65)	>=65
180564	<29	<29	[36,49)
180565	>=65	>=65	>=65
180566	[36,49)	[36,49)	[36,49)
180567	[49,65)	[49,65)	[49,65)
180568	[36,49)	[36,49)	[36,49)
180569	<29	<29	[29,36)
180570	[36,49)	未知	[49,65)
180571	<29	<29	<29
180572	[49,65)	[49,65)	>=65
180573	<29	<29	<29
180574	>=65	>=65	>=65
180575	<29	<29	<29
180576	[29,36)	[29,36)	<29
180577	>=65	>=65	>=65
180578	>=65	>=65	>=65
180579	[49,65)	[49,65)	[49,65)
180580	>=65	>=65	>=65
180581	[36,49)	[36,49)	[36,49)
180582	>=65	>=65	>=65
180583	[29,36)	<29	[29,36)
180584	[49,65)	[49,65)	>=65
180585	[49,65)	[49,65)	[49,65)
180586	>=65	>=65	>=65
180587	<29	<29	<29
180588	<29	[29,36)	<29
180589	>=65	>=65	>=65
180590	<29	<29	<29
180591	[49,65)	[49,65)	[49,65)
180592	[49,65)	[49,65)	>=65
180593	<29	<29	[29,36)
180594	[36,49)	未知	[49,65)
180595	<29	<29	[29,36)
180596	[29,36)	[29,36)	[36,49)
180597	>=65	>=65	>=65
180598	<29	<29	<29
180599	[29,36)	[29,36)	[36,49)
180600	[36,49)	[36,49)	[36,49)
180601	[36,49)	[36,49)	<29
180602	[29,36)	[29,36)	[29,36)
180603	[49,65)	[36,49)	[36,49)
180604	[49,65)	<29	>=65
180605	[29,36)	[29,36)	[36,49)
180606	[49,65)	>=65	[49,65)
180607	[29,36)	[29,36)	[29,36)
180608	[49,65)	[49,65)	[49,65)
180609	<29	<29	<29
180610	[49,65)	[49,65)	[49,65)
180611	>=65	>=65	未知
180612	<29	<29	<29
180613	<29	<29	<29
180614	[36,49)	未知	>=65
180615	[29,36)	[29,36)	[36,49)
180616	<29	<29	<29
180617	[49,65)	[36,49)	[36,49)
180618	[36,49)	未知	[49,65)
180619	[29,36)	[29,36)	<29
180620	<29	<29	<29
180621	[49,65)	[49,65)	>=65
180622	>=65	>=65	>=65
180623	[49,65)	[49,65)	[49,65)
180624	<29	<29	<29
180625	[49,65)	未知	[49,65)
180626	[49,65)	[49,65)	[49,65)
180627	[49,65)	[49,65)	[49,65)
180628	<29	<29	<29
180629	>=65	>=65	>=65
180630	<29	<29	<29
180631	[49,65)	未知	>=65
180632	<29	<29	<29
180633	<29	<29	未知
180634	<29	<29	<29
180635	>=65	>=65	>=65
180636	>=65	>=65	>=65
180637	[49,65)	[49,65)	[49,65)
180638	[29,36)	[29,36)	[36,49)
180639	<29	<29	<29
180640	<29	<29	[36,49)
180641	[29,36)	[29,36)	<29
180642	<29	<29	[36,49)
180643	[29,36)	[29,36)	<29
180644	[36,49)	[29,36)	[49,65)
180645	[36,49)	[36,49)	[36,49)
180646	[36,49)	[36,49)	[29,36)
180647	[29,36)	[29,36)	[29,36)
180648	<29	<29	<29
180649	>=65	>=65	>=65
180650	<29	<29	<29
180651	>=65	>=65	>=65
180652	[36,49)	[36,49)	[36,49)
180653	>=65	>=65	>=65
180654	>=65	>=65	>=65
180655	[29,36)	[29,36)	[36,49)
180656	[49,65)	[49,65)	[49,65)
180657	[36,49)	[36,49)	[36,49)
180658	>=65	[49,65)	>=65
180659	[29,36)	<29	[29,36)
180660	[36,49)	[36,49)	[36,49)
180661	[36,49)	[36,49)	[36,49)
180662	[36,49)	[36,49)	[36,49)
180663	<29	<29	<29
180664	[36,49)	未知	[49,65)
180665	[49,65)	[36,49)	[36,49)
180666	[36,49)	[36,49)	[36,49)
180667	[29,36)	[29,36)	[29,36)
180668	[29,36)	[29,36)	[36,49)
180669	>=65	>=65	>=65
180670	[36,49)	[29,36)	[36,49)
180671	[36,49)	[36,49)	[36,49)
180672	[29,36)	[29,36)	[29,36)
180673	>=65	>=65	>=65
180674	>=65	>=65	>=65
180675	[29,36)	[36,49)	[29,36)
180676	>=65	[49,65)	>=65
180677	<29	<29	<29
180678	<29	<29	<29
180679	[49,65)	[49,65)	[49,65)
180680	[29,36)	[29,36)	<29
180681	[49,65)	[49,65)	>=65
180682	[49,65)	[49,65)	>=65
180683	[49,65)	[49,65)	[49,65)
180684	[29,36)	[29,36)	[29,36)
180685	[29,36)	[36,49)	[29,36)
180686	[49,65)	[49,65)	>=65
180687	[36,49)	未知	>=65
180688	[36,49)	[36,49)	[29,36)
180689	<29	<29	[29,36)
180690	>=65	>=65	>=65
180691	[36,49)	[36,49)	[36,49)
180692	[29,36)	<29	[29,36)
180693	[49,65)	[49,65)	[49,65)
180694	<29	<29	[36,49)
180695	[49,65)	[49,65)	>=65
180696	[49,65)	[49,65)	>=65
180697	[36,49)	[36,49)	[36,49)
180698	<29	<29	<29
