wm_food_spu_id	wm_food_spu_name	price	category	ingredients	taste	stand_food_id	stand_food_name
151772	2c3454-ff1902-b2193-11949-c62143-743115-a4589-a23694-b43550-121306-043458-df2800-6f3045-272349-bd319-e41314	65.0	[0]	[268]	NULL	NULL	NULL
151773	d82616-212715-1f2100-0a1751-6f3202-b12072-653654-231660-971769	17.0	[100, 101]	[87, 249]	NULL	14864	d82616-212715-1f2100-0a1751-6f3202-b12072
151774	044020-983846-083121-c02692-091988-b43550-a32507	39.0	[105]	[48, 176]	NULL	10000	083121-c02692-091988-b43550
151775	044020-983846-083121-c02692-091988-b43550-a32507	39.0	[105]	[48, 176]	NULL	10000	083121-c02692-091988-b43550
151776	f51944-893740-323291-044020-042150-c53116-4a3834-bd3656-251116-a32507-121306-ed1709-dc3924-272349-121306-011721-582418-272349	96.0	[42]	NULL	NULL	NULL	NULL
151777	2043-141126-2c3454-c63006	20.0	[114]	[2, 45, 273, 427, 387, 18, 16, 70, 247]	[7]	1476	2043-141126-2c3454-c63006
151778	323291-021794-84752-e01010-bd319-e41314	36.0	[0]	NULL	NULL	NULL	NULL
151779	121306-dd2480-642862-d92985-c13220-272349-5f38-30514-2c1019-81588-c81857-243077-e33426-cd3847-f81036	49.0	[21]	[24, 237]	NULL	12267	5f38-30514-2c1019-81588
151780	8a2234-863895-72590-1c925-633554-121306-16978-d92985-d92985-653615-653654-7372-272349	10.8	[11, 12, 13]	NULL	NULL	145	72590-1c925-633554
151781	f72290-342412-5a537-2043-431921-b2193-731761-6d3428-bd319-e41314-121306-7a410-6d3428-272349	55.0	NULL	NULL	NULL	NULL	NULL
151782	6b1586-43887-8a2234-572883-121306-101946-84752-652016-3d2304-ae786-e31999-65787-ed3568-3d2304-d42982-d556-272349	48.0	[91]	NULL	NULL	NULL	NULL
151783	d13754-30514-881252	6.0	[15, 16, 17]	NULL	NULL	NULL	NULL
151784	b92734-a22084-593935-002989-f63192-723718-ef3005-d82616-f51944-df2800-121725-422539-d6595	388.0	[154]	NULL	NULL	NULL	NULL
151785	b2193-35715	46.0	NULL	NULL	NULL	NULL	NULL
151786	64368-7f4028-db2810-352708	20.0	[107]	[568, 317]	[4]	NULL	NULL
151787	253256-d32947-421264-323291-f82023-59366-a21596-1f2314-604088-c22859	14.0	[21]	[69]	NULL	NULL	NULL
151788	641033-bf222-72226-c53116-d13754-fc3373	76.0	[14]	NULL	NULL	NULL	NULL
151789	cf1867-cf2679-922125-b2193-121306-84752-572883-101946-ae786-b74042-272349	8.8	[26]	NULL	NULL	NULL	NULL
151790	aa3770-322524-a33280-fc3373-641271-121306-59550-641271-272349	19.5	[15, 16, 17]	[2, 139]	NULL	2868	aa3770-322524-a33280-fc3373-641271
151791	6b1586-7b3179-c2733-973248-5d2360-b2193-28807-442854-1b1099	33.0	[32, 33]	[372, 48, 61]	[11]	661	28807-442854
151792	fa2505-0e880-87965-f42330-a23694-d72063-121306-302533-233398-e31999-d686-a13945-a23694-d72063-272349	49.0	[49]	NULL	[13]	3064	a23694-d72063
151793	c93763-121725-c34009-2c1019-121306-231660-772477-272349-69229-bc2296-713861-042150	96.0	[64]	NULL	NULL	2317	c34009-2c1019-c93763-121725
151794	611360-4a3834	26.0	[89]	NULL	[26]	14865	051388-051388-4a3834-611360-4a3834
151795	341620-233398-c62143-a93922-a13945-66812-f91501-3d2304-4a2318-f91501-d42982-d556-f91501-69229-43819	78.9	[69]	NULL	NULL	NULL	NULL
151796	a43251-a43251-4b1791-de2424-c53116-044020-042150-c53116-a9774	26.0	NULL	NULL	NULL	NULL	NULL
151797	6d2875-fc3373-b43550	24.0	[10]	[38, 44, 113, 2, 6, 50]	NULL	396	6d2875-fc3373-b43550
151798	69229-af2496-a43214-4c2815-28807-442854-9b2653-bd319-e41314	39.0	[0]	NULL	NULL	NULL	NULL
151799	341600-d13024-ff2965-11995	20.0	[228]	[149, 421]	[18]	878	341600-d13024
151800	fc3373-7f4028-a51947	14.9	[227]	[2, 405, 6, 15]	[3]	1095	fc3373-7f4028-a51947
151801	303211-6b2824-bd1606-a22084-262624-1b1099	12.0	[59]	NULL	[41]	1087	6b2824-bd1606-a22084-262624
151802	102277-a92470-253866	8.0	[54]	NULL	NULL	53	102277-a92470-253866
151803	753219-c23605-f42916-d92015-231660-6f3045-4a2318	28.0	[11, 12, 13]	[248]	NULL	NULL	NULL
151804	c53116-a22084-771208	9.9	[302]	[318, 293]	NULL	3317	c53116-a22084-771208
151805	4b2403-231660-a22084-7f1133-5e1438-243077-11995-262624	22.0	[73]	[120, 53]	NULL	250	11995-262624
151806	202317-5d3634	1.0	[18]	NULL	NULL	NULL	NULL
151807	e33426-dc3924-66812-1c3103	3.88	[5]	[2, 5, 7, 402, 70]	NULL	NULL	NULL
151808	342036-df1770-66812-ea611-c4559	56.0	[239]	[513, 506, 10, 7, 342]	[3]	1355	342036-df1770-66812-ea611-c4559
151809	0a2002-9d116-5a1952-3c1399	29.0	[111]	NULL	NULL	NULL	NULL
151810	c52625-541643-2c1019-81588-423697-b43550-bd319-e41314-121306-831064-d42982-f91501-8a2234-4a2318-272349	49.9	[0]	[24]	NULL	NULL	NULL
151811	c94046-623009-b2193-fc3373-5c1479-c3470	45.0	[118, 119, 120, 121]	NULL	[7]	14866	c94046-623009-b2193-fc3373-5c1479-c3470
151812	0f2663-f32176-df2800-d71618-60442-ed1709-082380-141126-c4699-bd319-e41314-121306-6a3579-272349	25.0	NULL	NULL	NULL	NULL	NULL
151813	792828-342412-a93922-f71647-141126-251491-69229-bc2296-11995-262624-121306-303211-272349-1b1099	15.0	[73]	NULL	NULL	250	11995-262624
151814	f71647-43819-d72063-15671-121306-f83624-9d1564-d92985-2522-272349	3.98	[144]	NULL	NULL	NULL	NULL
151815	341620-a13945-922125-b2193	78.0	[8, 9]	[215, 234, 2, 82]	[6]	277	341620-a13945-922125-b2193
151816	84752-e01010-6b3322-a93922-16978-f91501-16978-f91501-16978-c93835-fa3636-bd319-e41314	66.66	[0]	NULL	NULL	NULL	NULL
151817	661087-cf2679-fc3373-233398-6f3045-4a2318-b43550	36.0	[10]	[38, 343, 115]	NULL	14867	233398-6f3045-4a2318-661087-cf2679-fc3373-ef1573-902437-b43550
151818	ea3186-141126-fc3373-552471-a13945-d72063	28.9	[76, 77]	NULL	[9]	2713	ea3186-141126-fc3373-552471-d72063
151819	a23694-231660-863895-141126-6f1612-3a316-be2952-be2952-003827-a62050-87965-772477-101946-6c1265-c21871-121306-84752-572883-101946-3d2304-ae786-272349	13.88	[6]	[138]	[3]	123	8b3036-a23694-141126-6f1612-3a316
151820	f62276-3c1399-11995-6e2940-763277	12.0	[91]	[99]	NULL	NULL	NULL
151821	6f3045-c43900-412242-121306-642862-d92985-653615-272349	3.68	[80]	[167]	NULL	NULL	NULL
151822	9b2195-743496-2c3454-a92470-1d983-1d983	16.0	[34, 35]	[152]	NULL	3033	9b2195-743496-a92470-2c3454
151823	ed1709-4c2815-c2733-df2800-de2424-ef3399-0b376-0b376-1b1099	11.5	[32, 33]	[48]	NULL	NULL	NULL
151824	342036-c02692-66812-d71618	5.28	[5]	NULL	NULL	NULL	NULL
151825	27157-66812-5f730-cf2679-121306-a53996-7372-272349	5.98	[5]	NULL	NULL	NULL	NULL
151826	e7494-6b3322-611678	19.0	[6]	[1, 2, 3, 16]	NULL	135	e7494-6b3322-611678
151827	3a1822-d556-141126-c4699-121306-231660-272349	12.0	[37]	[41]	NULL	288	141126-c4699
151828	NULL	4.9	[6]	[202]	NULL	NULL	NULL
151829	39147-102277-673942-f71647-43819	4.99	NULL	NULL	NULL	3196	673942-f71647-43819
151830	b92734-a22084-df2800-121725-044020-042150-c2733-f81893-f81893-121306-231660-971769-272349	26.0	NULL	NULL	NULL	NULL	NULL
151831	62462-743496-11995-b51860	15.0	[91]	[148, 308]	NULL	NULL	NULL
151832	d686-441442-e41314-8b776-af3196-af3196-af3196-af3196-af3196-af3196	0.0	[65]	NULL	NULL	NULL	NULL
151833	d686-361622-593935-af1654-233398-e52645-7c3361-2c1019-7e1484-2e1710-1e4086-e73583-d71618-59550-843204	51.8	[0]	NULL	NULL	NULL	NULL
151834	183498-1d1611-271028-a22084-f82023	18.8	[23]	[2, 22, 427, 5, 80, 525, 373]	[3]	1482	183498-1d1611-271028-a22084-f82023
151835	f81893-713861-f81893-193506-141327-75935	6.5	[54]	[122]	NULL	287	f81893-713861-f81893-193506
151836	60442-a33776	4.0	[150, 151]	NULL	NULL	NULL	NULL
151837	551115-66812-1c3103-121306-59550-7372-272349	4.58	[5]	NULL	NULL	NULL	NULL
151838	103120-603585-a22132-6b3409-2522-541114-8a2234-431608-16978-ca2010-df681-c21871-323291-233398-c53116-d72063-881252	5.8	[15, 16, 39]	NULL	[8]	NULL	NULL
151839	302533-233398	0.0	[65]	NULL	NULL	NULL	NULL
151840	5f730-a0318	1.2	[282, 283, 284]	NULL	NULL	NULL	NULL
151841	89610-4a2318-2c1019-df2800-c23605-e92321-d72063-c22859	22.0	[30]	[146, 431]	[1]	14868	89610-4a2318-2c1019-df2800-c23605-e92321-d72063
151842	NULL	80.0	NULL	NULL	NULL	NULL	NULL
151843	f8988-653615-6f3202-fd1516-fd1516-633547-64368-121306-fd1516-fd1516-e33426-272349	16.0	[91]	[51]	NULL	NULL	NULL
151844	NULL	14.8	NULL	NULL	NULL	NULL	NULL
151845	fa2505-0e880-5a537-39147-731761-7b3449-6e4044-d71618	11.9	[53]	[316, 184, 22, 25]	[3]	1334	731761-7b3449-6e4044-d71618
151846	a22084-be1042-9b2195-743496-e93918	29.0	[62]	[152]	NULL	1699	5d709-5d709-b13427
151847	c94046-623009-df2800-cf2679-a13945	4.0	[141]	[2, 22]	[1]	3731	c94046-623009-df2800-cf2679-a13945
151848	323291-233398-212384-c31718-de2424-fc3373-f91501-c94046-623009-2c1019-df2800	32.0	[0]	[364]	NULL	NULL	NULL
151849	cf1867-b4323-141327-c13220	7.0	[54]	NULL	NULL	NULL	NULL
151850	a11519-6b3322-141126-6f1612-992998	36.0	[254]	[2, 380, 5, 6, 298, 351, 362]	[17]	14869	a11519-6b3322-141126-6f1612-992998
151851	ba2675-521153-2e1710-042150-1d1024-cc34-b82604-121306-95452-22469-272349	18.8	[164]	[113, 27]	NULL	4201	ba2675-521153-1d1024-cc34-b82604
151852	a93922-6e3288-b03873-121306-9d1564-d92985-2522-272349	4.8	[92]	[215]	NULL	NULL	NULL
151853	db505-eb3483-af3196-c02692-323291-bf1273-233398-121306-b82604-272349	18.0	[164]	NULL	NULL	NULL	NULL
151854	a43407-492461-c34009-552471-d72063	22.0	[49]	NULL	[1]	528	c34009-552471-d72063
151855	d83957-cc34-e42236-af3673-042150	7.0	[54]	NULL	NULL	NULL	NULL
151856	NULL	4.0	NULL	NULL	NULL	NULL	NULL
151857	441442-5c3975-e41314-8b776	0.5	[90]	NULL	NULL	NULL	NULL
151858	27157-66812-1c3103	1.3	[5]	[413]	NULL	NULL	NULL
151859	121306-f42916-e0770-272349-da3122-6f1364-971769-f34-f51944-923691-db1604-831995	31.0	[78]	[39]	NULL	2221	f34-f51944-923691-db1604-831995
151860	7f4028-df2800-d52381-fc3373-b82604-121306-6417-d556-8d2532-272349	18.8	[153]	[245, 121]	NULL	862	7f4028-df2800-d52381-fc3373-b82604
151861	9b2195-743496-11995-6e2940-f63938-dc3924-d72063-e33426	12.0	[55, 56]	[52, 152, 139, 99]	NULL	6376	9b2195-743496-11995-6e2940-d72063-e33426
151862	8a2234-c02692-1f549-b12072	5.0	[61]	NULL	NULL	3441	c02692-1f549-b12072
151863	322524-082380-2c1019	38.0	[6]	[2, 22, 24, 7, 15]	[9]	449	322524-082380-2c1019
151864	6a3579-c93763-b2193-b2193-df2800-121725	55.0	[168]	NULL	NULL	NULL	NULL
151865	051489-e3267-ed1709-4c2815	6.5	NULL	NULL	NULL	NULL	NULL
151866	492461-611678-b82604	4.9	[164]	[97, 27, 119]	[4]	1008	492461-611678-b82604
151867	NULL	65.0	NULL	NULL	NULL	NULL	NULL
151868	b32861-de2424-044020-042150-b2193-fc3373-2043-141126-bd3656-251116-121306-ed1709-323291-c53116-f82023-c22859-072336-272349	78.0	[42]	[69, 45]	NULL	NULL	NULL
151869	2c1019-831064-361622	5.0	[15, 16, 17]	NULL	NULL	NULL	NULL
151870	253623-3c1399-253256-d32947-421264-323291-f82023-c23605-69229-df2800-442854-bd319-e41314	24.5	[0]	[69]	NULL	NULL	NULL
151871	d6218-c63006-ea2006-43819-0e3393	21.0	[91]	[149, 99, 240]	[22]	306	d6218-c63006-43819-0e3393
151872	ed1709-323291-ff3524-421264-ea2006-f81893-b03543	15.5	[55, 56]	[202, 2, 190, 99, 48, 61, 101]	NULL	1552	ed1709-323291-ff3524-421264
151873	341600-a63360-2c1019-fc3373-b43550-121306-c93835-4616-bc2296-272349	52.66	[10]	[44, 45, 18, 101]	NULL	758	341600-a63360-2c1019-fc3373-b43550
151874	cd3847-1d2597-fc3373	7.0	[18]	[4]	NULL	NULL	NULL
151875	8d1483-042150-d82616-6a841-c22821	98.0	[8, 9]	[82, 132]	[9]	14870	d82616-6a841-b2193-c22821
151876	103120-5e278-d92985-032517-552153-aa3982-b31568-8a2234-f81893-193506-4c41-9e3129-4c41-9e3129-4c41-9e3129-4c41-9e3129-4c41-9e3129	3.9	[54]	NULL	NULL	NULL	NULL
151877	323291-9d116-b2193-11995	9.9	[46]	[370, 52]	NULL	36	b2193-11995
151878	112909-ed3323-bb2878-1f3840-9d526-743496-c92922-8b3464-11995-451278-121306-303211-272349	18.0	[73]	[226, 209]	NULL	NULL	NULL
151879	NULL	4.8	NULL	NULL	NULL	NULL	NULL
151880	ed1709-ed1709-f34-f34-ea2006-904078	32.0	[104]	[39]	NULL	5113	ed1709-ed1709-f34
151881	a93922-a33776-e2458-4b644-451278-c43775	18.0	[59]	[71]	NULL	3923	a93922-a33776-e2458-4b644-451278
151882	5e1438-9f1640-b32448-422539	12.0	[85]	NULL	NULL	NULL	NULL
151883	4a3610-611350-b6684-6b3409-bd319-e41314	58.0	NULL	NULL	NULL	NULL	NULL
151884	6a3579-b42747-1d1611-021922-c53116-2c1019-81588-442854-bd319-e41314-d52541-1b1099	38.0	NULL	NULL	NULL	NULL	NULL
151885	6a3579-b42747-1d1611-021922-c53116-2c1019-81588-442854-bd319-e41314-d52541-1b1099	38.0	NULL	NULL	NULL	NULL	NULL
151886	9b2195-743496-1f2100-1c925-b51860-b51860	31.0	[104]	[87, 152]	NULL	14871	9b2195-743496-1f2100-1c925-b51860-b51860
151887	c52931-ae1323	50.0	[11, 12, 13]	[784]	[9, 8]	6726	c52931-ae1323
151888	323291-233398-c53116-9b2195-66812	98.0	[14]	[243]	[8]	1767	323291-233398-c53116-9b2195-66812
151889	0a2002-082380-0a2002-233398-121306-713861-042150-272349	0.1	[65]	NULL	NULL	NULL	NULL
151890	4a3834-c6828-6d3428-3a316-a13945	24.0	[50, 51, 52]	[59, 360, 2, 22, 170]	[3]	44	4a3834-c6828-6d3428-3a316-a13945
151891	9a2722-d686-4e3562-9b2653-bd319-e41314	40.0	[0]	NULL	NULL	NULL	NULL
151892	fc3373-552471-303211-c31718-d72063-84752-e01010-bd319-e41314-ea2006-16978-552153-032517-552153	40.8	[0]	NULL	NULL	NULL	NULL
151893	b2193-6e2940-f51944-0a1751-812352-3c304-c02692-f51944-193506	38.0	NULL	NULL	NULL	NULL	NULL
151894	NULL	48.5	NULL	NULL	NULL	NULL	NULL
151895	NULL	35.0	NULL	NULL	NULL	NULL	NULL
151896	522406-c02692-af3196-c02692-981676-c01706-c6717-66812-a0318-a93922-a13945-b82604	31.8	[82]	[337]	NULL	NULL	NULL
151897	a33280-fc3373-231660-0f2663-5a3493-d62216	11.5	[126]	[244, 2, 3, 6, 86, 15]	[1]	201	a33280-fc3373-231660-0f2663-5a3493-d62216
151898	2c1019-df2800-2c3454-c63006-342036-36950-573772	18.9	[122]	[44, 154]	[3]	14872	df2800-2c3454-c63006-342036-36950-573772
151899	321007-cf2679-641401-262624-d33665-363247-341620-11995-a51947	38.0	[245]	[249]	NULL	1062	341620-11995-a51947
151900	NULL	78.5	NULL	NULL	NULL	NULL	NULL
151901	69229-322524-a23694-d72063	22.0	[49]	[234, 2, 7, 30, 13, 676]	NULL	14172	69229-322524-a23694-d72063
151902	121306-69229-e01010-bd319-e41314-272349-ea2006-11949-361622-1a564-141126-47115-bc2296-753219-c23605-6e2940-4a2318-cf2679-b43550-d52541-a53996	73.8	[69]	[973]	NULL	NULL	NULL
151903	7e1325-3c1399-19326-dc3924-df2800-121306-84752-572883-101946-ae786-272349	2.9	[18]	NULL	NULL	NULL	NULL
151904	NULL	79.0	NULL	NULL	NULL	NULL	NULL
151905	c92922-8b3464-a22084-de1296-a13945	6.0	[137, 138]	[113, 209]	[4]	6452	a22084-de1296-c92922-8b3464-a13945
151906	c94046-623009-2c1019-df2800	19.9	[11, 12, 13]	[2]	NULL	1819	402923-a22084-102320-2c1019-df2800
151907	db505-c4699-901269-d91104	8.8	[201]	NULL	NULL	NULL	NULL
151908	b12072-e93918-c53116-772309-772651-b03873-641271	16.0	NULL	NULL	NULL	NULL	NULL
151909	cd2008-a23884-b03873-1a564-2c1019-a13945	18.0	[60]	NULL	NULL	NULL	NULL
151910	5a1952-3c1399-c34009-2c1019-81588-121306-281185-361622-272349	26.0	[64]	[24, 34]	[3]	191	c34009-8a2234-81588
151911	6a841-cf2679-812352-43819-121306-8a2234-772477-272349	15.0	[8, 9]	[2, 42, 18]	[1]	3560	d82616-6a841-cf2679-812352-43819
151912	60442-141126-141126-11995	5.0	[46]	[394, 17]	[4]	7380	60442-141126-11995
151913	c71996-a9774-87965-5f1782-ea2006-a9774-5f1782-f81893-193506-bd319-e41314-1b1099	83.0	NULL	NULL	NULL	NULL	NULL
151914	c71996-79217-5b1686-303211-233398-323291-361622-2c1019-f81893-193506-bd319-e41314-1b1099	97.0	NULL	NULL	NULL	NULL	NULL
151915	NULL	108.0	NULL	NULL	NULL	NULL	NULL
151916	233398-042150-771208-47115	18.0	[64]	[45]	[28]	5977	233398-771208-47115
151917	082380-233398-2c1019-871690-6d3428	29.0	[50, 51, 52]	[104]	[9]	14873	082380-233398-2c1019-871690-6d3428
151918	2e1710-1e4086-141126-6f1612	25.0	[11, 12, 13]	[2, 13, 20]	NULL	922	2e1710-1e4086-141126-6f1612
151919	202317-0f2811-402923-0c3415-cf2679	46.0	[11, 12, 13]	[2, 86, 80, 102]	NULL	2040	202317-48801-402923-0c3415-cf2679
151920	d82616-6a841-a33280-fc3373	58.0	[8, 9]	[2, 132]	NULL	261	d82616-6a841-fc3373-a0318
151921	43819-b43550	3.5	[25]	[27]	[3]	16	43819-b43550
151922	b2193-3e1504-a13945-5c1479-c3470	28.99	[118, 119, 120, 121]	[165, 902]	[3]	14874	5c1479-c3470-b2193-3e1504-a13945
151923	b2193-682499-d72063	22.99	[76, 77]	[262, 2]	[3]	8126	b2193-682499-d72063
151924	a11519-fc3373-de2424-243077	16.0	[198]	[581]	NULL	NULL	NULL
151925	ca1078-f81893-713861-f81893-193506	5.0	[54]	[122]	NULL	287	f81893-713861-f81893-193506
151926	43819-b43550	3.0	[25]	[27]	[3]	16	43819-b43550
151927	c31718-141126-47115-f63389-021794-fc3373-893740-5f1782-b43550-f91501-f51944-e93918	26.0	[0]	NULL	NULL	NULL	NULL
151928	fc3373-7f4028-a51947	12.0	[227]	[2, 405, 6, 15]	[3]	1095	fc3373-7f4028-a51947
151929	a23694-cf2679-812352-43819	8.0	[6]	[2, 42, 18]	[1]	336	a23694-cf2679-812352-43819
151930	002989-c31718-ac4075-c23605-b43550	18.0	[70, 71]	[91, 27]	NULL	573	002989-c31718-ac4075-c23605-b43550
151931	d7227-e93918-0a3249-cf2679-df2800	18.0	[6]	[1, 3, 121]	[1]	187	d7227-e93918-0a3249-cf2679-df2800
151932	323291-233398-2043-141126-3a316	33.0	[11, 12, 13]	[14, 2, 45]	[8]	4605	323291-233398-2043-141126-3a316
151933	a93922-6e3288-b03873	3.89	[92]	[215]	NULL	NULL	NULL
151934	411745-6d3428	8.0	[2]	[244, 181, 2, 22, 245, 15, 13]	NULL	NULL	NULL
151935	402923-a22084-102320-2c1019-df2800-a13945	29.0	[141]	[2, 22]	[1]	241	402923-a22084-102320-df2800-a13945
151936	b2193-361622-a91598	58.0	[26]	NULL	NULL	NULL	NULL
151937	402923-a22084-102320-352746-ce1905-a13945	26.0	[140]	[2]	[1]	2590	402923-a22084-102320-352746-ce1905-a13945
151938	102804-102804-082331-082331	30.0	[62]	NULL	NULL	NULL	NULL
151939	ff3193-8d1754-8a2234-2043-141126	32.0	[11, 12, 13]	[2, 45, 34]	[12]	14875	ff3193-8d1754-2043-141126
151940	a54081-3c1399-4b2403-d72063	28.0	[200]	[2, 0, 16]	[10]	14418	a54081-3c1399-4b2403-d72063
151941	12500-212384	12.8	[2]	NULL	NULL	NULL	NULL
151942	65787-db2797-572883-a13945-e31999-d13754-81588-fc3373-0a2002-cc910-a13945-cd3847	32.0	[297]	NULL	NULL	NULL	NULL
151943	b2193-f7113-121306-502358-582418-0a2002-303211-272349	23.0	[11, 12, 13]	NULL	[3]	NULL	NULL
151944	023046-323291-363247-042150-141126-c4699	6.0	[37]	NULL	NULL	2354	363247-042150-141126-c4699
151945	f63389-021794-fc3373	52.0	[11, 12, 13]	[17, 38, 401, 6, 157, 7, 15, 13, 20]	NULL	524	f63389-021794-fc3373
151946	c31718-021794-cf2679-4a2318	46.0	[40]	[38, 2, 109, 436]	[13]	1172	c31718-021794-cf2679-4a2318
151947	0a2002-922125-f82023	15.0	[2]	NULL	NULL	NULL	NULL
151948	922125-b2193-911529-021794-a23694-b43550	39.0	[178]	[18, 50]	[13]	2792	922125-b2193-911529-021794-a23694-b43550
151949	021193-342036-c02692-121306-2c1019-df2800-402923-6a3233-752762-981676-7f4028-272349-d82616-d62216	21.0	[24]	[81, 3, 43]	[1]	4981	021193-342036-c02692-d82616-d62216
151950	901050-a93922-352708-1e1440-4a2318	26.0	[1]	[205, 2, 22, 15, 49, 278]	[17]	294	1e1440-4a2318
151951	604088-7f1073-8a2234-43819-b82604	3.0	[99]	[119]	[3]	146	8a2234-43819-b82604
151952	2c1019-df2800-c23605-d71618	17.0	[189]	NULL	[1]	1230	c23605-2c1019-df2800-d71618
151953	8a2234-bd747-2c1019-871690-ef1573-b43550	19.0	[10]	[104]	NULL	7336	2c1019-871690-b43550
151954	43819-b43550-253762-43819-b43550-441442-5c3975-84752-572883	3.0	[25]	[27]	[3]	16	43819-b43550
151955	402923-611678-e93918	20.0	[146]	[638]	NULL	3770	402923-611678-e93918
151956	a33280-291209-243077-cb1524-ca2010	12.0	[32, 33]	NULL	[7]	2970	a33280-291209-243077-cb1524-ca2010
151957	3c2588-021794-6d3428-3a316	18.8	[113]	NULL	NULL	2169	6d3428-3a316-3c2588-021794
151958	f81893-a72217-dc2847-1b1099-cc2898-a92470-192264-f23619-df2800-121725	288.0	[236]	NULL	NULL	NULL	NULL
151959	604088-7f1073-8a2234-43819-b82604	13.0	[99]	[97, 119]	NULL	146	8a2234-43819-b82604
151960	f81893-193506	6.0	[54]	[122]	NULL	46	f81893-193506
151961	083121-c02692-c23605-b43550	36.0	[70, 71]	[44, 2, 27, 176, 70]	[1]	2971	083121-c02692-c23605-b43550
151962	5315-c13220-342412-551635-152058-ea2006-be2952-ea2006-16978-a53996-29900-582418	216.0	[91]	NULL	NULL	NULL	NULL
151963	ed1709-082380-552471-323291-8b3036-7f4028-f91501-fc3373-f63938-24424-f91501-a92470-a91342	37.7	[0]	[190]	NULL	NULL	NULL
151964	c53116-fc3373-b43550-121306-713861-042150-c93835-fa3636-272349-f91501-083121-4a3834-df2800-f91501-251491-341620-3c304	37.99	[0]	NULL	NULL	NULL	NULL
151965	2c3454-601266-e93918-a53996-814098-d92985-652546-99196	8.0	[61]	NULL	NULL	3167	2c3454-601266-e93918
151966	c41429-fa1254-c23605-b43550	17.0	[70, 71]	[126, 232, 2, 18, 16]	[1]	701	c41429-643851-c23605-b43550
151967	a22084-de2424-623009-1c925	30.0	[11, 12, 13]	[12, 2, 5, 7]	NULL	754	de2424-623009-1c925
151968	5a1952-042150-1b592-1f2100-64368	4.8	[274]	[42, 131, 139]	[4]	1847	1b592-1f2100-64368
151969	61121-5b663-d82616-6a841-9b2195-66812	88.0	[8, 9]	[243, 132]	[9]	5696	d82616-6a841-9b2195-66812
151970	ae997-ce4073-9e2185-d13742-f51944-814098-d92985-d92985-603585-603585	22.0	[59]	[239]	NULL	NULL	NULL
151971	89610-4a2318-cf2679-c23605-df2800	38.0	[11, 12, 13]	[2, 30]	[1]	14876	89610-cf2679-c23605-df2800
151972	be2895-002989-a43214	8.0	[58]	[66]	NULL	50	be2895-002989-a43214
151973	9d526-492461-e21548-893740-611678-2c3454-c63006	46.0	[114]	[353]	[0]	2584	e21548-893740-611678-2c3454-c63006
151974	69229-af2496-363247-042150-30514-de2424-2c1019-81588-243077-cb1524-ca2010-3d2304-831995-771208-d71618	29.5	[0]	[24]	NULL	NULL	NULL
151975	121306-9b2653-971769-272349-12963-4e3562-451278	9.0	[62]	NULL	NULL	NULL	NULL
151976	84752-0a2002-e52645-961904-d72063	7.0	[18]	NULL	NULL	NULL	NULL
151977	f81893-713861-f81893-193506-121306-ca1078-272349-032517	6.0	[54]	[122]	NULL	287	f81893-713861-f81893-193506
151978	f81893-713861-f81893-193506	6.99	[54]	[122]	NULL	287	f81893-713861-f81893-193506
151979	60442-322524-5a1952-3c1399-3c2245-2c1019-55455-831995	58.0	[42]	NULL	[25]	NULL	NULL
151980	1b955-023046-d63854-243077-023207-fd2565-d72063-e33426	11.9	[55, 56]	[63]	[3]	268	1b955-023046-d63854-243077-023207-fd2565-d72063-e33426
151981	ed1709-4c2815-df2800-243077-b6954	10.0	[32, 33]	[48]	NULL	5425	ed1709-4c2815-df2800-243077-b6954
151982	69229-af2496-a21596-1e2402-10905-c2733-b2193-ff3524-421264-442854	49.5	[32, 33]	[61]	[7]	2306	b2193-442854
151983	3a1157-3a1822-bd319-e41314-031473-121306-2c1019-fc3373-c22859-f91501-771208-e1869-f91501-9b2653-f81893-272349	29.0	[0]	NULL	NULL	NULL	NULL
151984	08114-9e3129-233398-a9774-bd319-e41314-0a4056	27.9	[0]	[8]	NULL	NULL	NULL
151985	802635-6f3045-4a2318	3.99	[94]	[214]	NULL	NULL	NULL
151986	0f2663-de2424-083121-a44092-002808-b43550-bd319-e41314	122.8	[0]	[118]	NULL	NULL	NULL
151987	152853-603872-87107-f34-f51944-e93918	15.0	[61]	[39]	NULL	3030	f34-f51944-f51944-e93918
151988	b42747-1d1611-021922-831995-7f4028-69229-bc2296-f91501-a3702-402923-b2193-fc3373-552471-f91501-f51944-e93918	40.99	[0]	NULL	NULL	NULL	NULL
151989	9a2173-0c2970-5f1782-013607-251116-16978-d92985-1e1978-d6595	67.0	[42]	NULL	[17]	NULL	NULL
151990	66812-323291-fc3373-3a316-f91501-753219-c23605-402923-0c3415-cf2679-253762-253762-ef1573-b43550	21.0	[10]	[102]	[2]	NULL	NULL
151991	6d2875-323291-c22442-b03873-b2193-9f3774-a23694-d72063	35.0	[49]	[156, 135]	[3]	5482	6d2875-323291-c22442-b03873-b2193-9f3774-a23694-d72063
151992	f81893-713861-f81893-193506	5.0	[54]	[122]	NULL	287	f81893-713861-f81893-193506
151993	fc3373-e93918-c43900-412242	29.0	[11, 12, 13]	[2, 322, 157, 298, 167, 85]	[1]	1630	fc3373-e93918-c43900-412242
